번호,서명,저자,발행자,발행년,청구기호,자료실
2823,작업장의 페미니즘,이현경 지음,산지니,2025,321.542-5,[재송]아동자료실(2층)
2824,(모바일만 들고 떠나는)중국 남방도시 여행,이중희 지음,산지니,2025,981.202-12,[재송]아동자료실(2층)
2825,지금 바로 샤이닝,조영미 지음,해피북미디어,2024,813.7-820,[재송]아동자료실(2층)
2826,지중해 낙양 교토,정영석 글·사진,맑은소리맑은나라,2024,816.7-53,[재송]아동자료실(2층)
2827,"탈학습, 한나 아렌트의 사유방식","마리 루이제 크노트 지음 ; 배기정,김송인 [공]옮김",산지니,2024,340.1-21,[재송]아동자료실(2층)
2828,탯줄은 끊은 지 오래인데,김정 지음,호밀밭,2025,육아 818-3,[재송]유아자료실(1층)
2829,토엘라의 치유정원,오은영 글·그림,꿈의정원,2025,아동 813.8-6452,[재송]아동자료실(2층)
2830,"혼자가 편하다면, 그게 정답입니다",코스메틱 다나카 지음 ; 황국영 옮김,호밀밭,2025,199.1-372,[재송]아동자료실(2층)
2831,개천에서 복룡이 날다,오시은 글 ; 김연제 그림,씨드북,2025,아동 813.8-6461,[재송]아동자료실(2층)
2832,(Who? K-pop)스트레이 키즈,한빛 글 ; 박채이 그림,다산어린이,2025,아동 991.1-293-[4],[재송]아동자료실(2층)
2833,구미호 꽃집,신은영 지음 ; 온 그림,이지북,2025,아동 813.8-6462,[재송]아동자료실(2층)
2834,그 아이의 비밀,무라카미 마사후미 글 ; 카시와이 그림 ; 심수정 옮김,서사원주니어,2025,아동 833.8-531,[재송]아동자료실(2층)
2835,"(김민형 교수의) 수학 추리 탐험대. 3, 수학, 음악이 되다: 아빠가 숨겨 둔 공식",김태호 글 ; 홍승우 그림,북스그라운드,2025,아동 410-473-3,[재송]아동자료실(2층)
2836,"(김민형 교수의) 수학 추리 탐험대. 4, 수와 규칙: 특명! 엄마를 구출하라",김태호 글 ; 홍승우 그림,북스그라운드,2025,아동 410-473-4,[재송]아동자료실(2층)
2837,"나, 꾀병 아니라고요",김민정 글 ; 김다정 그림,소원나무,2025,아동 813.8-5656-7,[재송]아동자료실(2층)
2838,냉동 인간 이시후,윤영주 지음 ; 김상욱 그림,창비,2025,아동 808.9-4-342,[재송]아동자료실(2층)
2839,너 지도 볼 줄 알아?,가브리엘 발칸 글 ; 알베르토 로트 그림 ; 신수진 옮김,책읽는곰,2025,아동 989-54,[재송]아동자료실(2층)
2840,"드래곤 히어로. 2, 청룡의 시련",이재문 글 ; 김지인 그림,주니어김영사,2025,아동 813.8-6393-2,[재송]아동자료실(2층)
2841,"만화 한국 신화. 9, 우리 집 수호신, 성주신과 조왕신","박정효 글 ; 권수영 ,김기수 그림",다산어린이,2025,아동 219.11-27-9,[재송]아동자료실(2층)
2842,"무적 이순신. 7, 지켜야 하는 것","박지연 ,박한 글 ; 정수영 그림",아울북,2025,아동 991.1-305-7,[재송]아동자료실(2층)
2843,"(물리박사 김상욱의) 수상한 연구실. 7, 자기: 왜 자꾸 끌려가지?",김하연 글 ; 정순규 그림,아울북,2025,아동 420-61-7,[재송]아동자료실(2층)
2844,"(물리박사 김상욱의) 수상한 연구실. 8, 운동: 영차! 운동회 대소동",김하연 글 ; 정순규 그림,아울북,2025,아동 420-61-8,[재송]아동자료실(2층)
2845,"설민석의 한국사 대모험. 34, 여성 독립운동가 편: 광복의 꿈","설민석 ,남이담 글 ; 정현희 그림",Dankkumi(단꿈아이),2025,아동 910-8-34,[재송]아동자료실(2층)
2846,슈퍼 1등 임수찬,박서진 글 ; 박종호 그림,청어람주니어,2025,아동 813.8-6463,[재송]아동자료실(2층)
2847,"조선에서 레벨업. 07, 청나라의 침략에 맞서라",최설희 글 ; 이경희 그림,주니어김영사,2025,아동 911.05-103-7,[재송]아동자료실(2층)
2848,"십 년 가게와 마법사들. 5, 발견 가게 민네와 알림 가게 토토",히로시마 레이코 글 ; 사다케 미호 그림 ; 이소담 옮김,위즈덤하우스,2025,아동 833.8-431-5,[재송]아동자료실(2층)
2849,"암행어사 박아지. 3, 여우 누이의 비밀",천효정 글 ; 호산 그림,비룡소,2025,아동 813.8-6261-3,[재송]아동자료실(2층)
2850,에그박사 : 자연 생물 관찰 만화. 16,에그박사 원작 ; 풀잎친구 글 ; 홍종현 그림,Mirae N 아이세움,2025,아동 495-30-16,[재송]아동자료실(2층)
2851,(꿀꺽 코딩) 엔트리 메이커,창의코딩연구소 지음,해람북스,2025,아동 005.1-44,[재송]아동자료실(2층)
2852,"열 살, 손자병법을 만나다",조경희 지음 ; 임광희 그림,어린이나무생각,2025,아동 152.27-2,[재송]아동자료실(2층)
2853,"열혈 세종대왕. 1, 이도, 한양에 가다","박지연 ,박한 글 ; 이지운 그림",아울북,2025,아동 991.1-346-1,[재송]아동자료실(2층)
2854,"열혈 세종대왕. 2, 엇갈린 형제의 마음","박지연 ,박한 글 ; 이지운 그림",아울북,2025,아동 991.1-346-2,[재송]아동자료실(2층)
2855,"열혈 세종대왕. 3, 밤하늘 아래의 약속","박지연 ,박한 글 ; 이지운 그림",아울북,2025,아동 991.1-346-3,[재송]아동자료실(2층)
2856,(옥효진 선생님의) 과학 개념 사전 : 물리 화학,옥효진 글 ; 유재영 그림,다산어린이,2025,아동 404-744-[2],[재송]아동자료실(2층)
2857,우리들의 마인크래프트 대모험,하리 토라 글 ; 고미 마치토 그림 ; 송지현 옮김,서울문화사,2025,아동 833.8-532,[재송]아동자료실(2층)
2858,"우주로 냐왕. 1, 외계 고양이, 지구로 떨어지다!",다영 글 ; 웰코사클 그림,아울북,2025,아동 443.1-121-1,[재송]아동자료실(2층)
2859,"우주로 냐왕. 2, 우주 동물 선발 대회",다영 글 ; 웰코사클 그림,아울북,2025,아동 443.1-121-2,[재송]아동자료실(2층)
2860,재밌게 걷자! 덕수궁·경희궁,이시우 글 ; 서평화 그림,주니어알에이치케이,2024,아동 611-5-[3],[재송]아동자료실(2층)
2861,"정재승의 인간탐구보고서. 18, 이야기 공장 뇌, 오늘도 풀가동 중!",정재은 글 ; 김현민 그림,아울북,2025,아동 404-234-18,[재송]아동자료실(2층)
2862,진실한 동물도감,최형선 글 ; 차야다 그림,북스그라운드,2025,아동 490-77,[재송]아동자료실(2층)
2863,"초능력 탐정단. 1, 신비한 백호의 비밀",최소혜 글 ; 김은정 그림,주니어김영사,2025,아동 813.8-6464-1,[재송]아동자료실(2층)
2864,최애의 소문 : 변하리 유니버스,제성은 글 ; 주성희 그림,푸른숲주니어,2025,아동 813.8-6465,[재송]아동자료실(2층)
2865,"(최태성의) 한능검 한국사. 8, 고려 중기 - 무신 정권의 성립",윤상석 글 ; 이태영 그림,다산어린이,2025,아동 911-541-8,[재송]아동자료실(2층)
2866,쿠키런 킹덤 파르페디아 아카데미. 5,권용찬 글 ; 임해봉 그림,Mirae N 아이세움,2024,아동 813.8-5673-5,[재송]아동자료실(2층)
2867,태쁘의 퇴마부. 시즌 2.4,태쁘 원작 ; 김혜련 글 ; 이소연 그림,겜툰,2025,아동 813.8-5728-2-4,[재송]아동자료실(2층)
2868,태쁘의 퇴마부. 시즌 2.5,태쁘 원작 ; 김혜련 글 ; 이소연 그림,겜툰,2025,아동 813.8-5728-2-5,[재송]아동자료실(2층)
2869,태쁘의 퇴마부. 시즌 2.6,태쁘 원작 ; 김혜련 글 ; 이소연 그림,겜툰,2025,아동 813.8-5728-2-6,[재송]아동자료실(2층)
2870,파뿌리 24. 22,파뿌리 원작 ; 백승하 글 ; 이정태 그림,겜툰,2025,아동 813.8-5942-22,[재송]아동자료실(2층)
2871,"Hooky. 4, 갈림길 위의 모험",미리암 보나스트레 글·그림 ; 홍연미 번역,기탄출판,2025,아동 843-3025-4,[재송]아동자료실(2층)
2872,"Hooky. 5, 두 얼굴의 여왕",미리암 보나스트레 글·그림 ; 홍연미 번역,기탄출판,2025,아동 843-3025-5,[재송]아동자료실(2층)
2873,100개의 귀,서로 글 ; 이형진 그림,느림보,2025,그림책 813.8-22-69,[재송]유아자료실(1층)
2874,걔는 내가 잘 알아,김호남 글 ; 나인선 그림,센트럴라이즈드,2025,그림책 813.8-4438-2,[재송]유아자료실(1층)
2875,경양식 집 고양이 셰프님,코리리 글·그림 ; 일본콘텐츠전문번역팀 옮김,dodo(도도),2025,그림책 833.8-1160-1,[재송]유아자료실(1층)
2876,내 마음을 말해요,장서연 글 ; 키 큰 나무 그림,다음세대,2025,유아 375.1-1054-[5],[재송]유아자료실(1층)
2877,내가 정리했어요!,장서연 글 ; 키 큰 나무 그림,다음세대,2025,유아 375.1-1054-[6],[재송]유아자료실(1층)
2878,너라면 할 수 있어,코리 도어펠드 글·그림 ; 남은주 옮김,북뱅크,2025,그림책 843-3183,[재송]유아자료실(1층)
2879,동그란 네모,사이먼 필립 글 ; 닐 클라크 그림 ; 김정희 옮김,국민서관,2025,그림책 808.9-8-291,[재송]유아자료실(1층)
2880,라면 가게 고양이 사장님,코리리 글·그림 ; 일본콘텐츠전문번역팀 옮김,dodo(도도),2025,그림책 833.8-1160-2,[재송]유아자료실(1층)
2881,빨래가 마르는 동안,이림 글·그림,dodo(도도),2025,그림책 813.8-4590,[재송]유아자료실(1층)
2882,산을 날다,기쿠치 치키 지음 ; 황진희 옮김,초록귤,2025,그림책 833.8-1161,[재송]유아자료실(1층)
2883,상상하는 고래,마르셀로 시모네티 지음 ; 산드라 코네헤로스 그림 ; 김정하 옮김,리시오,2025,그림책 873-213,[재송]유아자료실(1층)
2884,"선생님, 안녕하세요?",장서연 글 ; 키 큰 나무 그림,다음세대,2024,유아 375.1-1054-[7],[재송]유아자료실(1층)
2885,순무와 시리얼,에토프 지음,창비교육,2025,그림책 813.8-4591,[재송]유아자료실(1층)
2886,전설의 사냥꾼,숲속 수사대 명탐정 피트3 원작 ; 플레이큐리오 엮음,PlayCurio(플레이큐리오),2024,그림책 472-26-1,[재송]유아자료실(1층)
2887,폭탄이 위험한 진짜 이유,숲속 수사대 명탐정 피트3 원작 ; 플레이큐리오 엮음,PlayCurio(플레이큐리오),2024,그림책 472-26-2,[재송]유아자료실(1층)
2888,댄스왕이 되고 싶어,숲속 수사대 명탐정 피트3 원작 ; 플레이큐리오 엮음,PlayCurio(플레이큐리오),2024,그림책 472-26-3,[재송]유아자료실(1층)
2889,아기 원앙의 첫 비행,숲속 수사대 명탐정 피트3 원작 ; 플레이큐리오 엮음,PlayCurio(플레이큐리오),2025,그림책 472-26-4,[재송]유아자료실(1층)
2890,날고 싶어,숲속 수사대 명탐정 피트3 원작 ; 플레이큐리오 엮음,PlayCurio(플레이큐리오),2025,그림책 472-26-5,[재송]유아자료실(1층)
2891,"안 돼, 위험해!",장서연 글 ; 키 큰 나무 그림,다음세대,2025,유아 375.1-1054-[8],[재송]유아자료실(1층)
2892,어떤 하루,마이크 샤오퀘이 글·그림 ; 박아영 옮김,온온,2025,그림책 823.7-118,[재송]유아자료실(1층)
2893,여우와 심해 별자리,뱅자맹 플루 지음 ; 황지현 옮김,봄봄,2025,그림책 808.9-67-132,[재송]유아자료실(1층)
2894,여우와 천의 황금빛,뱅자맹 플루 지음 ; 황지현 옮김,봄봄,2025,그림책 808.9-67-131,[재송]유아자료실(1층)
2895,오늘도 빵스타그램,"강경호 ,달다름 글 ; 서영 그림",한솔수북,2025,그림책 808.9-26-133,[재송]유아자료실(1층)
2896,우리 집 할머니 닭,하정산 글·그림,천개의바람,2025,그림책 813.8-4592,[재송]유아자료실(1층)
2897,우주복 디자이너 삐로,언주 지음,국민서관,2025,그림책 813.8-4593,[재송]유아자료실(1층)
2898,잠 못 드는 마을,셰자치 지음 ; 김희정 옮김,이디X그로,2025,그림책 823.7-119,[재송]유아자료실(1층)
2899,즐거운 우리 반의 하루,장서연 글 ; 키 큰 나무 그림,다음세대,2024,유아 375.1-1054-[9],[재송]유아자료실(1층)
2900,지지배배 봄봄봄봄,송현주 지음,향,2025,그림책 813.8-4594,[재송]유아자료실(1층)
2901,쭈우욱 쭉쭉,최윤혜 지음,창비교육,2025,유아 375.1-1078,[재송]유아자료실(1층)
2902,초록똥을 뿌지직,"윤아해 ,보린 ,유다정 [공]글 ; 신동준 그림",사파리,2025,그림책 813.8-1092-[4],[재송]유아자료실(1층)
2903,하나의 작은 용서,마르타 바르톨 지음,소원나무,2025,그림책 892.94-6,[재송]유아자료실(1층)
2904,혼자서 할 수 있어요,장서연 글 ; 키 큰 나무 그림,다음세대,2025,유아 375.1-1054-[10],[재송]유아자료실(1층)
2905,가장 짧은 낮,츠쯔젠 지음 ; 김태성 옮김,글항아리,2024,823.7-57,[재송]아동자료실(2층)
2906,과학산문,"김상욱 ,심채경 [공]지음",복복서가,2025,404-123,[재송]아동자료실(2층)
2907,궤도의 다시 만난 과학자,궤도 지음,영진닷컴,2025,404-124,[재송]아동자료실(2층)
2908,또 다른 실종자,질리언 매캘리스터 지음 ; 이경 옮김,Vanta(반타),2025,843-916,[재송]아동자료실(2층)
2909,사랑으로 읽는 세계사,에드워드 브룩 히칭 지음 ; 신솔잎 옮김,현대지성,2025,909-129,[재송]아동자료실(2층)
2910,살림의 책,이지영 외 지음,책사람집,2025,591-40,[재송]아동자료실(2층)
2911,소도둑 성장기,함윤이 지음,위즈덤하우스,2025,813.7-790-[4],[재송]아동자료실(2층)
2912,아는 만큼 유리한 부동산 대출 전략,하루한보 지음,길벗,2025,327.87-157,[재송]아동자료실(2층)
2913,여름비 이야기,기시 유스케 지음 ; 이선희 옮김,비채,2025,833.6-652,[재송]아동자료실(2층)
2914,워터 문,서맨사 소토 얌바오 지음 ; 이영아 옮김,클레이하우스,2025,843-917,[재송]아동자료실(2층)
2915,월요일 수요일 토요일,페트라 펠리니 지음 ; 전은경 옮김,북파머스,2025,853-463,[재송]아동자료실(2층)
2916,웨스 앤더슨의 시선,애덤 우드워드 지음 ; 리즈 시브룩 사진 ; 마로니에북스 편집부 옮김,마로니에북스,2025,688.15-1,[재송]아동자료실(2층)
2917,일곱 번째는 내가 아니다,폴 클리브 지음 ; 백지선 옮김,서삼독,2025,843-918,[재송]아동자료실(2층)
2918,작은 일기,황정은 지음,창비,2025,814.7-290,[재송]아동자료실(2층)
2919,적절한 좌절,"김경일 ,류한욱 [공]지음",저녁달,2025,183.2-25,[재송]아동자료실(2층)
2920,전현무계획,MBN <전현무계획> 제작팀 지음,다온북스,2025,594.019-28,[재송]아동자료실(2층)
2921,죽은 몸은 과학이 된다,메리 로치 지음 ; 권루시안 옮김,빌리버튼,2025,517.96-4,[재송]아동자료실(2층)
2922,중독은 뇌를 어떻게 바꾸는가,저드슨 브루어 지음 ; 최호영 옮김,RHK(알에이치코리아),2025,513.93-5,[재송]아동자료실(2층)
2923,(청소년을 위한) 심리학 에세이,"고영건 ,김진영 [공]지음 ; 고정선 그림",해냄,2023,183.3-15,[재송]아동자료실(2층)
2924,투 오브 어스,줄리 클라크 지음 ; 김지선 옮김,밝은세상,2025,843-919,[재송]아동자료실(2층)
2925,투암기 : 김학찬 유고 산문집,김학찬 지음,교유서가,2025,814.7-291,[재송]아동자료실(2층)
2926,(팔로우) 오사카·교토·고베·나라,제이민 지음,Travelike(트래블라이크),2025,981.302-36,[재송]아동자료실(2층)
2927,"한국고속철도, KTX 탄생의 여정",김세호 지음,대림북스,2024,326.340911-1,[재송]아동자료실(2층)
2928,1987 소년 야구단,정명섭 글 ; 불키드 그림,청어람주니어,2025,아동 813.8-6466,[재송]아동자료실(2층)
2929,(그리스 로마 신화) 괴물여행,김춘희 글 ; 찬H 그림,더블엔주니어,2025,아동 219.2-50,[재송]아동자료실(2층)
2930,"황석영의 어린이 민담집. 6, 목 도령과 홍수 이야기",황석영 글 ; 최명미 그림,아이휴먼,2023,아동 388.111-32-6,[재송]아동자료실(2층)
2931,"황석영의 어린이 민담집. 7, 은혜 갚은 두꺼비",황석영 글 ; 최명미 그림,아이휴먼,2023,아동 388.111-32-7,[재송]아동자료실(2층)
2932,"황석영의 어린이 민담집. 8, 재간둥이 네 형제",황석영 글 ; 최명미 그림,아이휴먼,2023,아동 388.111-32-8,[재송]아동자료실(2층)
2933,"황석영의 어린이 민담집. 9, 반쪽이",황석영 글 ; 홍원표 그림,아이휴먼,2023,아동 388.111-32-9,[재송]아동자료실(2층)
2934,"황석영의 어린이 민담집. 10, 용궁에 다녀온 토끼",황석영 글 ; 홍원표 그림,아이휴먼,2023,아동 388.111-32-10,[재송]아동자료실(2층)
2935,"황석영의 어린이 민담집. 11, 지네 각시",황석영 글 ; 최준규 그림,아이휴먼,2024,아동 388.111-32-11,[재송]아동자료실(2층)
2936,"황석영의 어린이 민담집. 12, 도깨비 잔치",황석영 글 ; 최명미 그림,아이휴먼,2024,아동 388.111-32-12,[재송]아동자료실(2층)
2937,"황석영의 어린이 민담집. 13, 콩쥐 팥쥐",황석영 글 ; 최준규 그림,아이휴먼,2024,아동 388.111-32-13,[재송]아동자료실(2층)
2938,"황석영의 어린이 민담집. 14, 구렁덩덩 선비",황석영 글 ; 최명미 그림,아이휴먼,2024,아동 388.111-32-14,[재송]아동자료실(2층)
2939,"황석영의 어린이 민담집. 15, 복 타러 간 가난뱅이",황석영 글 ; 조영아 그림,아이휴먼,2024,아동 388.111-32-15,[재송]아동자료실(2층)
2940,"황석영의 어린이 민담집. 16, 신통한 소금 장수",황석영 글 ; 최명미 그림,아이휴먼,2024,아동 388.111-32-16,[재송]아동자료실(2층)
2941,"황석영의 어린이 민담집. 17, 여우 누이",황석영 글 ; 전지은 그림,아이휴먼,2024,아동 388.111-32-17,[재송]아동자료실(2층)
2942,"황석영의 어린이 민담집. 18, 두 개의 떡",황석영 글 ; 최준규 그림,아이휴먼,2024,아동 388.111-32-18,[재송]아동자료실(2층)
2943,"황석영의 어린이 민담집. 19, 지지배배 덩더꿍",황석영 글 ; 정경아 그림,아이휴먼,2024,아동 388.111-32-19,[재송]아동자료실(2층)
2944,"황석영의 어린이 민담집. 20, 흥부 놀부",황석영 글 ; 최명미 그림,아이휴먼,2024,아동 388.111-32-20,[재송]아동자료실(2층)
2945,"(김난도의)미래 트렌드 연구실. 1, 모빌리티: 이동이 바꾸게 될 세상",서지원 글 ; 도니패밀리 그림,아울북,2025,아동 508-14-1,[재송]아동자료실(2층)
2946,"꿈꾸는 발레 학교. 1, 두근두근 오디션",구에나엘 바루소 글 ; 미르티유 투른푀유 그림 ; 김자연 옮김,그린애플,2025,아동 863-847-1,[재송]아동자료실(2층)
2947,"꿈꾸는 발레 학교. 2, 빨간 토슈즈",구에나엘 바루소 글 ; 미르티유 투른푀유 그림 ; 김자연 옮김,그린애플,2025,아동 863-847-2,[재송]아동자료실(2층)
2948,"꿈꾸는 발레 학교. 3, 잊을 수 없어, 발레!",구에나엘 바루소 글 ; 미르티유 투른푀유 그림 ; 김자연 옮김,그린애플,2025,아동 863-847-3,[재송]아동자료실(2층)
2949,나비 엔딩,이윤주 글 ; 산호 그림,고래가숨쉬는도서관,2025,아동 813.8-6467,[재송]아동자료실(2층)
2950,"(내일은 실험왕)과학 용어 만화 사전. 2, 생물 1",스토리 a. 글 ; 홍종현 그림,아이세움,2025,아동 404-754-2,[재송]아동자료실(2층)
2951,도와줘! 예비 천사 한수이,박선영 글 ; 채인화 그림,고래책빵,2025,아동 813.8-3216-20,[재송]아동자료실(2층)
2952,동해,정설아 글 ; 한담희 그림,책고래,2025,아동 813.8-6468-16=2,[재송]아동자료실(2층)
2953,"뚜식이 따라 세계일뚜. 1, 피라미드 너머 루브르까지!",뚜식이 원작 ; 스토리박스 글 ; 신혜영 그림,서울문화사,2025,아동 980.24-63-1,[재송]아동자료실(2층)
2954,미생물 팬클럽,엘리즈 그라벨 지음 ; 권지현 옮김,씨드북,2025,아동 475-26,[재송]아동자료실(2층)
2955,"백앤아. 10, 탈출 불가 함정 타워",백앤아 원작 ; 안도감 글 ; 돌만 그림,Sandbox story kids,2025,아동 813.8-6010-10,[재송]아동자료실(2층)
2956,별빛관 비밀 친구,원림 글 ; 안병현 그림,잇츠북,2025,아동 813.8-6471,[재송]아동자료실(2층)
2957,셰프라고 불러 줘!,정제광 지음 ; 국민지 그림,뜨인돌어린이,2025,아동 813.8-2315-18,[재송]아동자료실(2층)
2958,오늘 마음 날씨는?,조시온 글 ; 다나 그림,아이세움,2025,그림책 181.7-23,[재송]유아자료실(1층)
2959,웃소. 12,웃소 원작 ; 이시현 글 ; 박강호 그림,아이세움,2025,아동 813.8-5398-12,[재송]아동자료실(2층)
2960,윌로딘,캐서린 애플게이트 지음 ; 찰스 산토소 그림 ; 서현정 옮김,가람어린이,2025,아동 808.9-184-9,[재송]아동자료실(2층)
2961,"전사들 : 그림자의 환영. 1, 훈련병의 임무",에린 헌터 지음 ; 서현정 옮김,가람어린이,2025,아동 843-1680-6-1,[재송]아동자료실(2층)
2962,"전사들 : 그림자의 환영. 2, 천둥과 그림자",에린 헌터 지음 ; 서현정 옮김,가람어린이,2025,아동 843-1680-6-2,[재송]아동자료실(2층)
2963,"전사들 : 그림자의 환영. 3, 조각난 하늘",에린 헌터 지음 ; 서현정 옮김,가람어린이,2025,아동 843-1680-6-3,[재송]아동자료실(2층)
2964,지옥으로 반지를 배달합니다,최영희 글 ; 조성흠 그림,학교도서관저널,2025,아동 813.8-6472,[재송]아동자료실(2층)
2965,탐정 명아루 : 폐가 괴물 사건,배연우 글 ; 불키드 그림,비룡소,2025,아동 813.8-6473,[재송]아동자료실(2층)
2966,"황석영의 어린이 민담집. 21, 호랑이 잡기",황석영 글 ; 최명미 그림,아이휴먼,2024,아동 388.111-32-21,[재송]아동자료실(2층)
2967,"황석영의 어린이 민담집. 22, 서낭 도령",황석영 글 ; 최준규 그림,아이휴먼,2024,아동 388.111-32-22,[재송]아동자료실(2층)
2968,"황석영의 어린이 민담집. 23, 대나무 자와 비단 수건",황석영 글 ; 최준규 그림,아이휴먼,2024,아동 388.111-32-23,[재송]아동자료실(2층)
2969,"황석영의 어린이 민담집. 24, 소문난 점쟁이 이메뚜기",황석영 글 ; 최명미 그림,아이휴먼,2025,아동 388.111-32-24,[재송]아동자료실(2층)
2970,"황석영의 어린이 민담집. 25, 효자 호랑이",황석영 글 ; 최명미 그림,아이휴먼,2025,아동 388.111-32-25,[재송]아동자료실(2층)
2971,"황석영의 어린이 민담집. 26, 은혜 갚은 동물들",황석영 글 ; 최준규 그림,아이휴먼,2025,아동 388.111-32-26,[재송]아동자료실(2층)
2972,"황석영의 어린이 민담집. 27, 삼 형제의 세 가지 유산",황석영 글 ; 최준규 그림,아이휴먼,2025,아동 388.111-32-27,[재송]아동자료실(2층)
2973,"황석영의 어린이 민담집. 28, 방귀쟁이 며느리",황석영 글 ; 최명미 그림,아이휴먼,2025,아동 388.111-32-28,[재송]아동자료실(2층)
2974,"황석영의 어린이 민담집. 29, 신선이 된 도둑",황석영 글 ; 최준규 그림,아이휴먼,2025,아동 388.111-32-29,[재송]아동자료실(2층)
2975,"황석영의 어린이 민담집. 30, 옹고집",황석영 글 ; 최명미 그림,아이휴먼,2025,아동 388.111-32-30,[재송]아동자료실(2층)
2976,100번째 방,하야 셴하브 글 ; 이르미 핀쿠스 그림 ; 문주선 옮김,토토북,2025,그림책 897.4-10,[재송]유아자료실(1층)
2977,개구리알이 오골오골,이상교 글 ; 김혜원 그림,한울림어린이,2025,그림책 808.91-38-[22],[재송]유아자료실(1층)
2978,곰신할미전,조영글 지음,창비교육,2025,그림책 813.8-4595,[재송]유아자료실(1층)
2979,기억은행,최은영 글 ; 도아마 그림,나무의말,2025,그림책 808.9-211-5,[재송]유아자료실(1층)
2980,꼬꼬댁 꼬꼬는 무서워!,한병호 글·그림,빨간콩,2025,그림책 813.8-4596,[재송]유아자료실(1층)
2981,너를 처음 만난 날,김영도 글 ; 서지민 그림,호랑이꿈,2025,그림책 813.8-4597,[재송]유아자료실(1층)
2982,다람쥐 팝콘,박현지 글·그림,노란돼지,2025,그림책 813.8-4598,[재송]유아자료실(1층)
2983,레스토랑 핑크,이지현 지음,사계절,2025,그림책 813.8-4599,[재송]유아자료실(1층)
2984,마음이 마음대로,아라이 히로유키 글 ; 기타무라 미나미 그림 ; 황진희 옮김,주니어김영사,2025,그림책 833.8-1162,[재송]유아자료실(1층)
2985,방긋 웃어요,"문종훈,울리스 햇 [공]지음",늘보의섬,2025,유아 375.1-1079,[재송]유아자료실(1층)
2986,베티의 욕심 주머니,마인드트리 글 ; 이탁근 그림,다음세대,2025,그림책 194-11-[5],[재송]유아자료실(1층)
2987,속마음을 말해 봐,나탈리아 샬로슈빌리 글·그림 ; 이현아 옮김,웅진주니어,2025,그림책 808.91-1-274,[재송]유아자료실(1층)
2988,"아이, 따듯해!",김들 글 ; 정원재 그림,노란돼지,2025,유아 375.1-1055-[2],[재송]유아자료실(1층)
2989,알 도둑 드라코랍토르,김숙분 지음 ; 김현주 그림,가문비,2025,그림책 457.279-103-2,[재송]유아자료실(1층)
2990,어디 가세요?,김현례 지음,바우솔,2025,그림책 813.8-4600,[재송]유아자료실(1층)
2991,얼굴은 시,줄리 모스태드 지음 ; 제님 옮김,나는별,2025,그림책 808.91-28-33,[재송]유아자료실(1층)
2992,지적질 늑대,이상미 글 ; 조경희 그림,옐로스톤,2025,그림책 813.8-4601,[재송]유아자료실(1층)
2993,천 장의 블라우스를 만들기 위해,세레나 발리스타 글 ; 소니아 마리아 루체 포센티니 그림 ; 김지우 옮김,이온서가,2025,아동 883-120,[재송]아동자료실(2층)
2994,태풍이 오는 날,오쿠야마 유카 글·그림 ; 김소연 옮김,천개의바람,2025,그림책 833.8-1163,[재송]유아자료실(1층)
2995,2026 트렌드 노트,박현영 [외] 지음,북스톤,2025,325.581-4,[재송]아동자료실(2층)
2996,6교시 인성 영역,김송은 지음,스피리투스,2024,813.7-832,[재송]아동자료실(2층)
2997,꼬리에 꼬리를 무는 민주항쟁사,우일문 지음,주니어태학,2025,911.07-19,[재송]아동자료실(2층)
2998,나에게만 보이는 살인,테라시마 요우 지음 ; 권하영 옮김,Book Plaza,2025,833.6-653,[재송]아동자료실(2층)
2999,내 모든 것 : 삶과 영화에 대한 고백들,오정미 지음,MUZE(무제),2025,818-1247,[재송]아동자료실(2층)
3000,라스트 데이즈,제프 다이어 지음 ; 서민아 옮김,을유문화사,2025,848-183,[재송]아동자료실(2층)
3001,슬픔의 틈새,이금이 지음,사계절,2025,813.7-833,[재송]아동자료실(2층)
3002,아무도 오지 않는 곳에서,천선란 지음,허블,2025,813.7-834,[재송]아동자료실(2층)
3003,어른의 품위,최서영 지음,북로망스,2025,818-1248,[재송]아동자료실(2층)
3004,오늘 밤은 스웩이 넘칠 거,강경수 지음,우리학교,2024,813.7-835,[재송]아동자료실(2층)
3005,외계인 자서전,마리-헐린 버티노 지음 ; 김지원 옮김,은행나무,2025,843-920,[재송]아동자료실(2층)
3006,이름 없는 여자의 여덟 가지 인생,이미리내 지음 ; 정해영 옮김,위즈덤하우스,2024,843-921,[재송]아동자료실(2층)
3007,"자기결정성, 나로서 살아가는 힘",김은주 지음,쌤앤파커스,2025,325.211-408,[재송]아동자료실(2층)
3008,저소비 생활,가제노타미 지음 ; 정지영 옮김,RHK,2025,327.04-211,[재송]아동자료실(2층)
3009,죄를 지은 모두 피를 흘리리,S. A. 코스비 지음 ; 박영인 옮김,네버모어,2025,843-922,[재송]아동자료실(2층)
3010,"질문 수업 레시피 : 챗GPT 시대, 성적과 미래 역량을 키우는 수업",이성일 지음,맘에드림,2024,373.22-2,[재송]아동자료실(2층)
3011,톨스토이 단편선,레프 니콜라예비치 톨스토이 지음 ; 민지현 옮김,올리버,2025,892.83-11,[재송]아동자료실(2층)
3012,트렌드 코리아 2026,김난도 [외] 지음,미래의창,2025,320.911-21-2026,[재송]아동자료실(2층)
